text,zone,created_at
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-20T12:11:00Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-24T17:25:14Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-11T22:42:25Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-11T21:43:03Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-17T13:51:55Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-14T13:49:45Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-15T22:25:21Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-19T03:41:20Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-10T22:26:59Z
"La calle está tensa, se siente en el aire",La Paz,2025-12-20T03:54:12Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-17T13:52:43Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-12T02:41:09Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",La Paz,2025-12-13T05:56:53Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-18T10:16:44Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-11T02:56:27Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-22T06:33:56Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-20T07:30:09Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-13T06:59:42Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-12T07:22:06Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-11T20:14:12Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-10T14:07:47Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-17T18:52:24Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-24T16:42:16Z
"Tengo miedo de que vengan días peores",La Paz,2025-12-23T05:47:44Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-23T12:39:55Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-23T17:10:32Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-10T11:16:20Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-13T16:48:48Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-22T16:42:20Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-11T16:25:26Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-17T16:49:16Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-19T20:20:33Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-10T19:01:22Z
"Yo solo quiero que no haya violencia en las calles",El Alto,2025-12-13T07:12:16Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-24T16:46:40Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-13T15:28:39Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-14T13:54:48Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-18T00:51:37Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-20T21:35:20Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-23T21:34:14Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-17T08:56:24Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-15T00:49:41Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-18T14:16:15Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-22T04:17:32Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-19T06:11:21Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-18T19:48:48Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-13T14:53:25Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-16T11:29:26Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-25T23:17:11Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-13T01:00:21Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-21T22:35:44Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-22T10:17:28Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-17T07:15:33Z
"Yo solo quiero que no haya violencia en las calles",El Alto,2025-12-13T13:24:45Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-15T22:09:50Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-25T03:22:25Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-23T08:01:45Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-20T08:10:54Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-24T13:54:39Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-15T04:46:55Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-12T08:06:23Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",La Paz,2025-12-15T04:48:52Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-14T22:06:43Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-22T22:56:32Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-19T04:31:52Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-13T15:39:02Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-25T01:30:44Z
"No sé si reírme o llorar con los resultados",El Alto,2025-12-25T11:30:54Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-12T01:18:51Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-22T06:17:01Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-20T14:30:56Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-21T08:59:36Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-18T03:41:52Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-19T23:45:58Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-17T07:31:07Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-20T04:09:05Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-16T06:36:00Z
"No sé si reírme o llorar con los resultados",El Alto,2025-12-12T06:49:41Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-11T03:11:52Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-25T04:41:22Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-13T14:45:53Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-23T10:35:19Z
"Tengo miedo de que vengan días peores",La Paz,2025-12-15T06:25:24Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-19T02:06:21Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-12T07:03:45Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-19T19:26:49Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-13T14:14:23Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-21T17:24:24Z
"Yo solo quiero que no haya violencia en las calles",El Alto,2025-12-11T06:57:40Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-20T02:17:52Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-25T14:54:23Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-10T21:18:30Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-11T22:20:39Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-23T02:50:36Z
"La calle está tensa, se siente en el aire",El Alto,2025-12-14T18:21:03Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-22T00:46:32Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-15T21:36:01Z
"Qué cansancio mental, solo veo discusiones y odio",La Paz,2025-12-14T17:40:10Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-23T18:50:03Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-24T00:50:33Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-16T01:31:45Z
"PDC ganó, sí, pero ¿a qué costo emocional?",La Paz,2025-12-11T03:46:02Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-20T16:34:49Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-10T17:40:19Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-19T11:49:22Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-14T03:10:48Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-13T21:49:31Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-22T10:29:38Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-12T00:18:31Z
"Yo solo quiero que no haya violencia en las calles",El Alto,2025-12-12T05:55:41Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-21T06:59:03Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-24T07:31:04Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-22T23:38:47Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-24T06:37:56Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-22T19:01:49Z
"No sé si reírme o llorar con los resultados",El Alto,2025-12-19T17:13:19Z
"La calle está tensa, se siente en el aire",El Alto,2025-12-13T06:26:42Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-18T08:54:07Z
"Qué caos, qué ansiedad, qué país",El Alto,2025-12-10T22:47:01Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-15T13:27:35Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",La Paz,2025-12-14T07:38:17Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-12T05:25:17Z
"La gente bloqueando otra vez, qué novedad",El Alto,2025-12-12T11:58:26Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-15T15:44:00Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-24T13:36:02Z
"La calle está tensa, se siente en el aire",La Paz,2025-12-14T06:45:11Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-23T06:42:21Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-19T16:51:37Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-11T16:57:48Z
"No sé si reírme o llorar con los resultados",El Alto,2025-12-20T07:10:05Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-15T15:16:33Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-11T22:31:06Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-14T20:33:56Z
"Tengo miedo de que vengan días peores",El Alto,2025-12-17T14:18:04Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-19T06:53:49Z
"La calle está tensa, se siente en el aire",El Alto,2025-12-17T01:42:27Z
"PDC ganó, sí, pero ¿a qué costo emocional?",El Alto,2025-12-23T17:59:45Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-21T05:16:52Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-24T11:31:26Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-13T03:00:42Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-22T04:10:32Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-20T12:40:03Z
"PDC ganó, sí, pero ¿a qué costo emocional?",La Paz,2025-12-13T13:52:28Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-16T07:42:30Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-19T21:06:44Z
"No puedo dejar de pensar en lo que se viene",La Paz,2025-12-23T14:36:21Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-20T03:52:20Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-21T20:37:42Z
"Qué cansancio mental, solo veo discusiones y odio",La Paz,2025-12-21T22:19:13Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",El Alto,2025-12-16T14:31:09Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-18T22:27:31Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-23T17:53:16Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-15T21:34:49Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-13T14:49:08Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-13T00:23:35Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-16T07:05:49Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-15T15:52:18Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-10T12:18:11Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-21T04:20:03Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-10T19:07:56Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-12T06:14:11Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-25T22:48:55Z
"Yo solo quiero que no haya violencia en las calles",El Alto,2025-12-11T18:37:55Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-18T03:01:22Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-11T23:52:44Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-16T18:29:41Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-24T01:54:00Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-15T11:59:51Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-16T16:26:10Z
"La calle está tensa, se siente en el aire",El Alto,2025-12-17T15:14:01Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",La Paz,2025-12-21T16:34:37Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-22T19:36:21Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-24T15:58:30Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-17T12:16:24Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-15T14:22:10Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-22T09:15:40Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-13T02:21:36Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-15T12:55:18Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-14T12:18:58Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-15T17:08:59Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-18T14:15:44Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-22T21:59:04Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-13T23:13:42Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",La Paz,2025-12-13T19:53:36Z
"Yo solo quiero que no haya violencia en las calles",El Alto,2025-12-16T04:04:08Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-17T02:23:27Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-22T13:17:15Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-21T05:11:51Z
"Tengo miedo de que vengan días peores",El Alto,2025-12-25T02:10:32Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-17T17:07:10Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-23T12:42:05Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-19T07:10:07Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-13T03:12:29Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-10T21:18:14Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",La Paz,2025-12-22T12:25:27Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-17T20:30:51Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-22T03:48:03Z
"Qué cansancio mental, solo veo discusiones y odio",La Paz,2025-12-21T10:47:05Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",El Alto,2025-12-22T18:59:34Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-10T21:07:21Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-20T06:09:16Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",El Alto,2025-12-11T07:22:59Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-12T11:56:49Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-21T04:31:43Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-14T04:46:29Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-19T00:41:53Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-16T08:00:26Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-17T13:04:48Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-18T10:22:05Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto,2025-12-15T11:17:14Z
"No sé si reírme o llorar con los resultados",La Paz,2025-12-16T23:32:11Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-23T08:22:59Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-14T09:41:34Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-11T18:11:49Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-24T11:50:12Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-24T06:25:27Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-10T14:54:01Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-16T19:40:20Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-15T03:16:08Z
"La calle está tensa, se siente en el aire",La Paz,2025-12-18T10:59:06Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-25T15:09:09Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-12T05:19:25Z
"No sé si reírme o llorar con los resultados",El Alto,2025-12-22T02:00:58Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-12T01:19:39Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-25T22:47:52Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",El Alto,2025-12-22T16:13:39Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-20T01:44:22Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-19T08:36:42Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-13T14:11:45Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-18T11:54:22Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-15T12:20:05Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-18T20:32:01Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-18T05:52:31Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-20T16:44:50Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-10T15:08:46Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-13T11:02:24Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-10T13:42:29Z
"Qué caos, qué ansiedad, qué país",La Paz,2025-12-16T11:27:43Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-13T01:48:25Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",El Alto,2025-12-13T20:30:09Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-12T07:52:46Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-16T10:44:19Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-24T06:49:49Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-16T20:20:31Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-22T15:57:40Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-15T18:49:43Z
"Yo confiaba en LIBRE, ahora todo me da miedo",El Alto,2025-12-24T09:11:26Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-18T15:52:34Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-25T22:00:55Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-16T09:59:56Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-10T11:00:29Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-22T17:33:28Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",La Paz,2025-12-19T23:04:28Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",La Paz,2025-12-15T00:24:33Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",La Paz,2025-12-18T05:36:46Z
"La gente peleando por política y yo solo quiero dormir",El Alto,2025-12-15T20:46:16Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-12T07:56:11Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-17T23:28:32Z
"Qué caos, qué ansiedad, qué país",El Alto,2025-12-16T08:00:08Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-12T04:28:59Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-25T18:05:43Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-15T04:09:50Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-11T08:01:27Z
"No dormí anoche, me preocupa el país con PDC",El Alto,2025-12-11T08:09:31Z
"La calle está tensa, se siente en el aire",La Paz,2025-12-12T01:19:12Z
"Yo confiaba en LIBRE, ahora todo me da miedo",La Paz,2025-12-20T06:40:20Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-21T16:20:12Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-21T08:11:57Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",La Paz,2025-12-16T05:11:21Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-23T06:06:03Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-18T04:16:59Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-24T21:19:52Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-24T22:13:53Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-18T14:46:15Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",La Paz,2025-12-11T03:12:22Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-21T12:54:52Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-19T20:54:50Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-14T07:06:03Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",La Paz,2025-12-15T03:00:12Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",La Paz,2025-12-14T20:47:33Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-20T03:27:36Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-25T09:36:26Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",El Alto,2025-12-18T00:12:10Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-20T06:58:25Z
